MSOA11CD,MSOA11NM,Local authority,total_population_mid_2018,over_70_prop
E02000687,Lewisham 035,Lewisham,8454,0.084220487
E02000689,Merton 001,Merton,8316,0.05952381
E02000690,Merton 002,Merton,5565,0.185085355
E02000691,Merton 003,Merton,7502,0.07171421
E02000692,Merton 004,Merton,7828,0.126980072
E02000693,Merton 005,Merton,9384,0.058290708
E02000694,Merton 006,Merton,9134,0.060324064
E02000695,Merton 007,Merton,8388,0.091678588
E02000696,Merton 008,Merton,7994,0.052664498
E02000697,Merton 009,Merton,8910,0.05342312
E02000698,Merton 010,Merton,7994,0.123092319
E02000699,Merton 011,Merton,8290,0.082750302
E02000700,Merton 012,Merton,8459,0.055325689
E02000701,Merton 013,Merton,8447,0.080501953
E02000702,Merton 014,Merton,8714,0.066444801
E02000703,Merton 015,Merton,7974,0.125407575
E02000704,Merton 016,Merton,8303,0.088763098
E02000705,Merton 017,Merton,8492,0.092439943
E02000706,Merton 018,Merton,9385,0.063505594
E02000707,Merton 019,Merton,7454,0.072310169
E02000708,Merton 020,Merton,8477,0.102276749
E02000709,Merton 021,Merton,7682,0.131866701
E02000710,Merton 022,Merton,8542,0.120814797
E02000711,Merton 023,Merton,8866,0.074667268
E02000712,Merton 024,Merton,8655,0.100404391
E02000713,Merton 025,Merton,7431,0.126093393
E02000714,Newham 001,Newham,8270,0.048730351
E02000715,Newham 002,Newham,7782,0.060267283
E02000716,Newham 003,Newham,7864,0.059384537
E02000717,Newham 004,Newham,8644,0.047778806
E02000718,Newham 005,Newham,7563,0.047732381
E02000719,Newham 006,Newham,8747,0.06402195
E02000720,Newham 007,Newham,7908,0.064618108
E02000721,Newham 008,Newham,9901,0.050802949
E02000722,Newham 009,Newham,8616,0.047005571
E02000723,Newham 010,Newham,11245,0.060738106
E02000724,Newham 011,Newham,10001,0.057694231
E02000725,Newham 012,Newham,10241,0.041792794
E02000726,Newham 013,Newham,24969,0.016900957
E02000727,Newham 014,Newham,8607,0.046125247
E02000728,Newham 015,Newham,8170,0.052876377
E02000729,Newham 016,Newham,7406,0.05779098
E02000730,Newham 017,Newham,9119,0.065577366
E02000731,Newham 018,Newham,10995,0.049931787
E02000732,Newham 019,Newham,8027,0.056060795
E02000733,Newham 020,Newham,10366,0.056627436
E02000734,Newham 021,Newham,7674,0.055381809
E02000735,Newham 022,Newham,8598,0.075017446
E02000736,Newham 023,Newham,9147,0.050945665
E02000737,Newham 024,Newham,10208,0.062989812
E02000738,Newham 025,Newham,9116,0.053422554
E02000739,Newham 026,Newham,7736,0.05196484
E02000740,Newham 027,Newham,7117,0.045665308
E02000741,Newham 028,Newham,8956,0.050245645
E02000742,Newham 029,Newham,8822,0.054522784
E02000743,Newham 030,Newham,10200,0.055196078
E02000744,Newham 031,Newham,9495,0.054555029
E02000745,Newham 032,Newham,8411,0.044584473
E02000746,Newham 033,Newham,8539,0.037006675
E02000747,Newham 034,Newham,13422,0.046341827
E02000748,Newham 035,Newham,6552,0.041208791
E02000749,Newham 036,Newham,8771,0.051191426
E02000750,Newham 037,Newham,14800,0.025540541
E02000751,Redbridge 001,Redbridge,10675,0.167306792
E02000752,Redbridge 002,Redbridge,7624,0.090110178
E02000753,Redbridge 003,Redbridge,6590,0.106525038
E02000754,Redbridge 004,Redbridge,6715,0.094266567
E02000755,Redbridge 005,Redbridge,5577,0.113681191
E02000756,Redbridge 006,Redbridge,13705,0.100328347
E02000757,Redbridge 007,Redbridge,12736,0.097283291
E02000758,Redbridge 008,Redbridge,6232,0.119544288
E02000759,Redbridge 009,Redbridge,13347,0.076871207
E02000760,Redbridge 010,Redbridge,7133,0.113696902
E02000762,Redbridge 012,Redbridge,6626,0.116661636
E02000763,Redbridge 013,Redbridge,7592,0.088777661
E02000764,Redbridge 014,Redbridge,12449,0.128604707
E02000765,Redbridge 015,Redbridge,6860,0.099562682
E02000767,Redbridge 017,Redbridge,8362,0.094833772
E02000768,Redbridge 018,Redbridge,5813,0.12420437
E02000769,Redbridge 019,Redbridge,15826,0.070200935
E02000770,Redbridge 020,Redbridge,8075,0.079504644
E02000772,Redbridge 022,Redbridge,8941,0.056928755
E02000773,Redbridge 023,Redbridge,10080,0.060714286
E02000774,Redbridge 024,Redbridge,7581,0.07518797
E02000776,Redbridge 026,Redbridge,7061,0.062880612
E02000777,Redbridge 027,Redbridge,6104,0.106487549
E02000779,Redbridge 029,Redbridge,8920,0.055269058
E02000780,Redbridge 030,Redbridge,17392,0.05324287
E02000781,Redbridge 031,Redbridge,15098,0.086302822
E02000782,Redbridge 032,Redbridge,10596,0.056342016
E02000783,Redbridge 033,Redbridge,7770,0.053153153
E02000784,Richmond upon Thames 001,Richmond upon Thames,10056,0.129276054
E02000785,Richmond upon Thames 002,Richmond upon Thames,9906,0.131132647
E02000786,Richmond upon Thames 003,Richmond upon Thames,11482,0.097979446
E02000787,Richmond upon Thames 004,Richmond upon Thames,11970,0.089974937
E02000788,Richmond upon Thames 005,Richmond upon Thames,9114,0.101931095
E02000789,Richmond upon Thames 006,Richmond upon Thames,6530,0.11669219
E02000790,Richmond upon Thames 007,Richmond upon Thames,6652,0.076217679
E02000791,Richmond upon Thames 008,Richmond upon Thames,7076,0.110090447
E02000792,Richmond upon Thames 009,Richmond upon Thames,7233,0.126780036
E02000793,Richmond upon Thames 010,Richmond upon Thames,8294,0.117795997
E02000794,Richmond upon Thames 011,Richmond upon Thames,6989,0.101731292
E02000795,Richmond upon Thames 012,Richmond upon Thames,7147,0.143696656
E02000796,Richmond upon Thames 013,Richmond upon Thames,10832,0.116414328
E02000797,Richmond upon Thames 014,Richmond upon Thames,7825,0.079616613
E02000798,Richmond upon Thames 015,Richmond upon Thames,11150,0.093004484
E02000799,Richmond upon Thames 016,Richmond upon Thames,6406,0.102716204
E02000800,Richmond upon Thames 017,Richmond upon Thames,5445,0.115702479
E02000801,Richmond upon Thames 018,Richmond upon Thames,7264,0.093887665
E02000802,Richmond upon Thames 019,Richmond upon Thames,6936,0.130911188
E02000803,Richmond upon Thames 020,Richmond upon Thames,9470,0.127771911
E02000804,Richmond upon Thames 021,Richmond upon Thames,7310,0.11997264
E02000805,Richmond upon Thames 022,Richmond upon Thames,11510,0.105039096
E02000806,Richmond upon Thames 023,Richmond upon Thames,10307,0.133113418
E02000807,Southwark 001,Southwark,9436,0.045358203
E02000808,Southwark 002,Southwark,11200,0.041875
E02000809,Southwark 003,Southwark,14056,0.023975526
E02000810,Southwark 004,Southwark,13415,0.043533358
E02000812,Southwark 006,Southwark,10660,0.059943715
E02000813,Southwark 007,Southwark,10720,0.051119403
E02000814,Southwark 008,Southwark,9865,0.046933604
E02000815,Southwark 009,Southwark,6990,0.036194564
E02000816,Southwark 010,Southwark,10463,0.057822804
E02000817,Southwark 011,Southwark,7272,0.083333333
E02000818,Southwark 012,Southwark,8297,0.06628902
E02000819,Southwark 013,Southwark,8875,0.05115493
E02000820,Southwark 014,Southwark,10334,0.055157732
E02000821,Southwark 015,Southwark,8277,0.05823366
E02000822,Southwark 016,Southwark,7193,0.050187682
E02000823,Southwark 017,Southwark,8918,0.064588473
E02000824,Southwark 018,Southwark,9841,0.062087186
E02000825,Southwark 019,Southwark,9526,0.051438169
E02000826,Southwark 020,Southwark,9222,0.060182173
E02000827,Southwark 021,Southwark,10991,0.054226185
E02000828,Southwark 022,Southwark,8617,0.052338401
E02000829,Southwark 023,Southwark,11704,0.05562201
E02000830,Southwark 024,Southwark,9413,0.060235844
E02000831,Southwark 025,Southwark,10019,0.059886216
E02000832,Southwark 026,Southwark,10797,0.075298694
E02000833,Southwark 027,Southwark,8874,0.053189092
E02000834,Southwark 028,Southwark,9974,0.067876479
E02000835,Southwark 029,Southwark,7872,0.060848577
E02000836,Southwark 030,Southwark,8635,0.063231036
E02000837,Southwark 031,Southwark,9610,0.089073881
E02000838,Southwark 032,Southwark,9688,0.068228737
E02000839,Southwark 033,Southwark,8460,0.088534279
E02000840,Sutton 001,Sutton,8618,0.071362265
E02000841,Sutton 002,Sutton,9292,0.073826948
E02000842,Sutton 003,Sutton,7937,0.113896938
E02000843,Sutton 004,Sutton,8264,0.074298161
E02000844,Sutton 005,Sutton,8373,0.085393527
E02000845,Sutton 006,Sutton,9928,0.080983078
E02000846,Sutton 007,Sutton,7433,0.132113548
E02000847,Sutton 008,Sutton,9455,0.158434691
E02000848,Sutton 009,Sutton,8042,0.112409848
E02000849,Sutton 010,Sutton,7960,0.108668342
E02000850,Sutton 011,Sutton,10903,0.102632303
E02000851,Sutton 012,Sutton,9927,0.096303012
E02000852,Sutton 013,Sutton,7996,0.094547274
E02000853,Sutton 014,Sutton,8115,0.094269871
E02000854,Sutton 015,Sutton,7563,0.110934814
E02000855,Sutton 016,Sutton,8014,0.144996257
E02000856,Sutton 017,Sutton,9186,0.10711953
E02000857,Sutton 018,Sutton,8712,0.120293848
E02000858,Sutton 019,Sutton,8479,0.080787829
E02000859,Sutton 020,Sutton,8700,0.157471264
E02000860,Sutton 021,Sutton,8519,0.098133584
E02000861,Sutton 022,Sutton,7795,0.153046825
E02000863,Sutton 024,Sutton,6847,0.131152329
E02000864,Tower Hamlets 001,Tower Hamlets,10304,0.057841615
E02000865,Tower Hamlets 002,Tower Hamlets,8402,0.053439657
E02000866,Tower Hamlets 003,Tower Hamlets,10844,0.055791221
E02000867,Tower Hamlets 004,Tower Hamlets,12692,0.03364324
E02000868,Tower Hamlets 005,Tower Hamlets,7373,0.04353723
E02000869,Tower Hamlets 006,Tower Hamlets,6589,0.060251935
E02000870,Tower Hamlets 007,Tower Hamlets,6924,0.052715194
E02000871,Tower Hamlets 008,Tower Hamlets,11424,0.040178571
E02000872,Tower Hamlets 009,Tower Hamlets,9069,0.035615834
E02000873,Tower Hamlets 010,Tower Hamlets,10790,0.040778499
E02000874,Tower Hamlets 011,Tower Hamlets,8035,0.037336652
E02000875,Tower Hamlets 012,Tower Hamlets,13597,0.030080165
E02000876,Tower Hamlets 013,Tower Hamlets,8136,0.027654867
E02000877,Tower Hamlets 014,Tower Hamlets,12914,0.039801766
E02000878,Tower Hamlets 015,Tower Hamlets,11738,0.043874595
E02000879,Tower Hamlets 016,Tower Hamlets,9258,0.078958738
E02000880,Tower Hamlets 017,Tower Hamlets,6576,0.04379562
E02000881,Tower Hamlets 018,Tower Hamlets,9149,0.040878785
E02000882,Tower Hamlets 019,Tower Hamlets,10474,0.043440901
E02000883,Tower Hamlets 020,Tower Hamlets,8967,0.054198729
E02000884,Tower Hamlets 021,Tower Hamlets,13133,0.03053377
E02000885,Tower Hamlets 022,Tower Hamlets,7738,0.070560868
E02000886,Tower Hamlets 023,Tower Hamlets,9165,0.040480087
E02000887,Tower Hamlets 024,Tower Hamlets,11184,0.036212446
E02000888,Tower Hamlets 025,Tower Hamlets,10207,0.033016557
E02000889,Tower Hamlets 026,Tower Hamlets,8485,0.041249263
E02000890,Tower Hamlets 027,Tower Hamlets,6681,0.059422242
E02000891,Tower Hamlets 028,Tower Hamlets,19374,0.023123774
E02000893,Tower Hamlets 030,Tower Hamlets,8106,0.051813472
E02000894,Tower Hamlets 031,Tower Hamlets,11777,0.033879596
E02000895,Waltham Forest 001,Waltham Forest,8207,0.175947362
E02000896,Waltham Forest 002,Waltham Forest,9091,0.150588494
E02000897,Waltham Forest 003,Waltham Forest,8570,0.134072345
E02000898,Waltham Forest 004,Waltham Forest,7991,0.131397823
E02000899,Waltham Forest 005,Waltham Forest,8692,0.127013346
E02000900,Waltham Forest 006,Waltham Forest,8808,0.098433243
E02000901,Waltham Forest 007,Waltham Forest,10248,0.096604215
E02000902,Waltham Forest 008,Waltham Forest,9725,0.077326478
E02000903,Waltham Forest 009,Waltham Forest,9769,0.060292763
E02000904,Waltham Forest 010,Waltham Forest,8931,0.061919158
E02000905,Waltham Forest 011,Waltham Forest,10284,0.051828082
E02000906,Waltham Forest 012,Waltham Forest,9551,0.056852686
E02000907,Waltham Forest 013,Waltham Forest,11174,0.06273492
E02000908,Waltham Forest 014,Waltham Forest,12541,0.045929352
E02000909,Waltham Forest 015,Waltham Forest,9014,0.069225649
E02000910,Waltham Forest 016,Waltham Forest,10865,0.059272895
E02000911,Waltham Forest 017,Waltham Forest,11728,0.054826057
E02000912,Waltham Forest 018,Waltham Forest,9333,0.080038573
E02000913,Waltham Forest 019,Waltham Forest,9230,0.075514626
E02000914,Waltham Forest 020,Waltham Forest,11337,0.059892388
E02000915,Waltham Forest 021,Waltham Forest,9273,0.056400302
E02000916,Waltham Forest 022,Waltham Forest,9753,0.053111863
E02000917,Waltham Forest 023,Waltham Forest,10416,0.045602919
E02000918,Waltham Forest 024,Waltham Forest,9808,0.053833605
E02000919,Waltham Forest 025,Waltham Forest,9795,0.058907606
E02000920,Waltham Forest 026,Waltham Forest,10327,0.051612278
E02000921,Waltham Forest 027,Waltham Forest,11270,0.054480923
E02000922,Waltham Forest 028,Waltham Forest,10969,0.053696782
E02000923,Wandsworth 001,Wandsworth,8075,0.111455108
E02000924,Wandsworth 002,Wandsworth,13753,0.045517342
E02000925,Wandsworth 003,Wandsworth,7942,0.066607907
E02000926,Wandsworth 004,Wandsworth,10912,0.066348974
E02000927,Wandsworth 005,Wandsworth,7358,0.07678717
E02000928,Wandsworth 006,Wandsworth,8554,0.085690905
E02000929,Wandsworth 007,Wandsworth,7544,0.070917285
E02000930,Wandsworth 008,Wandsworth,10741,0.041709338
E02000931,Wandsworth 009,Wandsworth,9569,0.045354792
E02000932,Wandsworth 010,Wandsworth,11501,0.051560734
E02000933,Wandsworth 011,Wandsworth,9005,0.096612993
E02000934,Wandsworth 012,Wandsworth,9897,0.047489138
E02000935,Wandsworth 013,Wandsworth,7136,0.074831839
E02000936,Wandsworth 014,Wandsworth,9152,0.092329545
E02000937,Wandsworth 015,Wandsworth,8419,0.047274023
E02000938,Wandsworth 016,Wandsworth,11134,0.09448536
E02000939,Wandsworth 017,Wandsworth,8346,0.082314881
E02000940,Wandsworth 018,Wandsworth,8652,0.055016181
E02000941,Wandsworth 019,Wandsworth,10383,0.058364634
E02000942,Wandsworth 020,Wandsworth,9598,0.078558033
E02000943,Wandsworth 021,Wandsworth,8831,0.054920168
E02000944,Wandsworth 022,Wandsworth,7207,0.064798113
E02000945,Wandsworth 023,Wandsworth,8260,0.063317191
E02000946,Wandsworth 024,Wandsworth,8514,0.050622504
E02000947,Wandsworth 025,Wandsworth,9036,0.063413015
E02000948,Wandsworth 026,Wandsworth,9919,0.057868737
E02000949,Wandsworth 027,Wandsworth,10067,0.066653422
E02000950,Wandsworth 028,Wandsworth,7535,0.077239549
E02000951,Wandsworth 029,Wandsworth,6517,0.069050176
E02000952,Wandsworth 030,Wandsworth,6113,0.069033208
E02000953,Wandsworth 031,Wandsworth,7851,0.044070819
E02000954,Wandsworth 032,Wandsworth,6231,0.080725405
E02000955,Wandsworth 033,Wandsworth,6548,0.082162492
E02000956,Wandsworth 034,Wandsworth,8151,0.05520795
E02000957,Wandsworth 035,Wandsworth,11039,0.059153909
E02000958,Wandsworth 036,Wandsworth,8647,0.085347519
E02000959,Wandsworth 037,Wandsworth,8337,0.057214825
E02000960,Westminster 001,Westminster,8316,0.126503127
E02000961,Westminster 002,Westminster,11232,0.085292023
E02000962,Westminster 003,Westminster,10306,0.123714341
E02000963,Westminster 004,Westminster,11063,0.079905993
E02000964,Westminster 005,Westminster,13643,0.065601407
E02000965,Westminster 006,Westminster,9421,0.05031313
E02000966,Westminster 007,Westminster,11236,0.082146671
E02000967,Westminster 008,Westminster,9982,0.079042276
E02000968,Westminster 009,Westminster,15914,0.089292447
E02000969,Westminster 010,Westminster,10828,0.074898412
E02000970,Westminster 011,Westminster,11049,0.089510363
E02000971,Westminster 012,Westminster,9646,0.08532034
E02000972,Westminster 013,Westminster,10782,0.065850492
E02000973,Westminster 014,Westminster,11458,0.076714959
E02000974,Westminster 015,Westminster,9792,0.090175654
E02000975,Westminster 016,Westminster,10385,0.060375542
E02000976,Westminster 017,Westminster,11199,0.073399411
E02000977,Westminster 018,Westminster,7368,0.107084691
E02000978,Westminster 019,Westminster,11343,0.093008904
E02000979,Westminster 020,Westminster,10309,0.090503444
E02000980,Westminster 021,Westminster,10664,0.104744936
E02000981,Westminster 022,Westminster,10309,0.078087108
E02000982,Westminster 023,Westminster,9275,0.100053908
E02000983,Westminster 024,Westminster,9804,0.109547124
E02006782,Bromley 040,Bromley,7961,0.129380731
E02006783,Lewisham 037,Lewisham,7634,0.069295258
E02006784,Lewisham 038,Lewisham,8161,0.100968019
E02006785,Bexley 029,Bexley,6665,0.134583646
E02006786,Greenwich 033,Greenwich,7528,0.072396387
E02006787,Bromley 041,Bromley,8114,0.101059896
E02006788,Croydon 045,Croydon,7686,0.068566224
E02006789,Bromley 042,Bromley,6423,0.199750895
E02006791,Ealing 040,Ealing,6857,0.076418259
E02006792,Hounslow 029,Hounslow,8841,0.108585002
E02006793,Enfield 037,Enfield,10218,0.055000979
E02006794,Haringey 037,Haringey,8603,0.061025224
E02006795,Harrow 032,Harrow,8036,0.096814335
E02006796,Hillingdon 033,Hillingdon,9257,0.104677541
E02006798,Lewisham 039,Lewisham,8104,0.041707799
E02006799,Barking and Dagenham 023,Barking and Dagenham,11072,0.068190029
E02006800,Redbridge 034,Redbridge,14504,0.056811914
E02006801,Lambeth 036,Lambeth,10987,0.052516611
E02006802,Southwark 034,Southwark,8042,0.046505844
E02006836,Sutton 025,Sutton,8467,0.175977324
E02006853,Tower Hamlets 032,Tower Hamlets,10570,0.027057711
E02006854,Tower Hamlets 033,Tower Hamlets,8030,0.019053549
E02006882,Harrow 033,Harrow,14223,0.119595022
E02006918,Hackney 028,Hackney,9308,0.041684572
E02006921,Hackney 029,Hackney,8620,0.048143852
E02006924,Redbridge 035,Redbridge,13693,0.098882641
E02006925,Redbridge 036,Redbridge,14181,0.106903603
E02006927,Greenwich 034,Greenwich,10143,0.115153308
E02006928,Greenwich 035,Greenwich,11828,0.022404464
E02006929,Greenwich 036,Greenwich,12126,0.044862279
E02006930,Greenwich 037,Greenwich,8908,0.052312528
E02006931,Greenwich 038,Greenwich,9707,0.084578139